OG	cog_id	Term	Category
OG0007918	U	Intracellular trafficking, secretion, and vesicular transport	Cellular processes and signaling
OG0007919	S	Function unknown	Poorly characterized
OG0007920	S	Function unknown	Poorly characterized
OG0007921	S	Function unknown	Poorly characterized
OG0007922	S	Function unknown	Poorly characterized
OG0007923	S	Function unknown	Poorly characterized
OG0007924	S	Function unknown	Poorly characterized
OG0007925	S	Function unknown	Poorly characterized
OG0007926	S	Function unknown	Poorly characterized
OG0007927	J	Translation, ribosomal structure and biogenesis	Information storage and processing
OG0007928	K	Transcription	Information storage and processing
OG0007929	H	Coenzyme transport and metabolism	Metabolism
OG0007930	S	Function unknown	Poorly characterized
OG0007931	G	Carbohydrate transport and metabolism	Metabolism
OG0007932	S	Function unknown	Poorly characterized
OG0007933	B	Chromatin structure and dynamics	Information storage and processing
OG0007934	T	Signal transduction mechanisms	Cellular processes and signaling
OG0007935	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0007936	T	Signal transduction mechanisms	Cellular processes and signaling
OG0007937	T	Signal transduction mechanisms	Cellular processes and signaling
OG0007938	H	Coenzyme transport and metabolism	Metabolism
OG0007939	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0007940	K	Transcription	Information storage and processing
OG0007940	L	Replication, recombination and repair	Information storage and processing
OG0007940	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0007941	U	Intracellular trafficking, secretion, and vesicular transport	Cellular processes and signaling
OG0007942	S	Function unknown	Poorly characterized
OG0007943	B	Chromatin structure and dynamics	Information storage and processing
OG0007943	T	Signal transduction mechanisms	Cellular processes and signaling
OG0007944	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0007944	T	Signal transduction mechanisms	Cellular processes and signaling
OG0007945	F	Nucleotide transport and metabolism	Metabolism
OG0007945	G	Carbohydrate transport and metabolism	Metabolism
OG0007946	S	Function unknown	Poorly characterized
OG0007947	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0007948	S	Function unknown	Poorly characterized
OG0007949	S	Function unknown	Poorly characterized
OG0007950	S	Function unknown	Poorly characterized
OG0007951	S	Function unknown	Poorly characterized
OG0007952	D	Cell cycle control, cell division, chromosome partitioning	Cellular processes and signaling
OG0007952	T	Signal transduction mechanisms	Cellular processes and signaling
OG0007952	Z	Cytoskeleton	Cellular processes and signaling
OG0007953	S	Function unknown	Poorly characterized
OG0007954	S	Function unknown	Poorly characterized
OG0007955	S	Function unknown	Poorly characterized
OG0007956	K	Transcription	Information storage and processing
OG0007957	S	Function unknown	Poorly characterized
OG0007958	F	Nucleotide transport and metabolism	Metabolism
OG0007959	J	Translation, ribosomal structure and biogenesis	Information storage and processing
OG0007961	S	Function unknown	Poorly characterized
OG0007962	I	Lipid transport and metabolism	Metabolism
OG0007963	S	Function unknown	Poorly characterized
OG0007964	S	Function unknown	Poorly characterized
OG0007965	S	Function unknown	Poorly characterized
OG0007966	S	Function unknown	Poorly characterized
OG0007967	S	Function unknown	Poorly characterized
OG0007968	S	Function unknown	Poorly characterized
OG0007969	S	Function unknown	Poorly characterized
OG0007971	S	Function unknown	Poorly characterized
OG0007972	S	Function unknown	Poorly characterized
OG0007973	S	Function unknown	Poorly characterized
OG0007974	U	Intracellular trafficking, secretion, and vesicular transport	Cellular processes and signaling
OG0007975	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0007976	K	Transcription	Information storage and processing
OG0007977	S	Function unknown	Poorly characterized
OG0007978	L	Replication, recombination and repair	Information storage and processing
OG0007979	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0007980	S	Function unknown	Poorly characterized
OG0007981	P	Inorganic ion transport and metabolism	Metabolism
OG0007982	S	Function unknown	Poorly characterized
OG0007983	T	Signal transduction mechanisms	Cellular processes and signaling
OG0007984	C	Energy production and conversion	Metabolism
OG0007985	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0007986	G	Carbohydrate transport and metabolism	Metabolism
OG0007987	K	Transcription	Information storage and processing
OG0007988	T	Signal transduction mechanisms	Cellular processes and signaling
OG0007989	G	Carbohydrate transport and metabolism	Metabolism
OG0007989	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0007990	C	Energy production and conversion	Metabolism
OG0007993	K	Transcription	Information storage and processing
OG0007994	T	Signal transduction mechanisms	Cellular processes and signaling
OG0007995	S	Function unknown	Poorly characterized
OG0007996	I	Lipid transport and metabolism	Metabolism
OG0007997	W	Extracellular structures	Cellular processes and signaling
OG0007998	S	Function unknown	Poorly characterized
OG0008000	I	Lipid transport and metabolism	Metabolism
OG0008001	T	Signal transduction mechanisms	Cellular processes and signaling
OG0008002	S	Function unknown	Poorly characterized
OG0008003	H	Coenzyme transport and metabolism	Metabolism
OG0008004	T	Signal transduction mechanisms	Cellular processes and signaling
OG0008005	W	Extracellular structures	Cellular processes and signaling
OG0008006	V	Defense mechanisms	Cellular processes and signaling
OG0008007	S	Function unknown	Poorly characterized
OG0008008	S	Function unknown	Poorly characterized
OG0008009	S	Function unknown	Poorly characterized
OG0008010	S	Function unknown	Poorly characterized
OG0008011	S	Function unknown	Poorly characterized
OG0008012	S	Function unknown	Poorly characterized
OG0008013	J	Translation, ribosomal structure and biogenesis	Information storage and processing
OG0008014	S	Function unknown	Poorly characterized
OG0008015	S	Function unknown	Poorly characterized
OG0008017	L	Replication, recombination and repair	Information storage and processing
OG0008018	M	Cell wall/membrane/envelope biogenesis	Cellular processes and signaling
OG0008019	S	Function unknown	Poorly characterized
OG0008020	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0008021	S	Function unknown	Poorly characterized
OG0008022	S	Function unknown	Poorly characterized
OG0008023	S	Function unknown	Poorly characterized
OG0008024	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0008024	T	Signal transduction mechanisms	Cellular processes and signaling
OG0008025	T	Signal transduction mechanisms	Cellular processes and signaling
OG0008026	T	Signal transduction mechanisms	Cellular processes and signaling
OG0008027	D	Cell cycle control, cell division, chromosome partitioning	Cellular processes and signaling
OG0008028	S	Function unknown	Poorly characterized
OG0008029	S	Function unknown	Poorly characterized
OG0008031	S	Function unknown	Poorly characterized
OG0008032	K	Transcription	Information storage and processing
OG0008033	S	Function unknown	Poorly characterized
OG0008034	S	Function unknown	Poorly characterized
OG0008035	S	Function unknown	Poorly characterized
OG0008036	S	Function unknown	Poorly characterized
OG0008037	Z	Cytoskeleton	Cellular processes and signaling
OG0008038	S	Function unknown	Poorly characterized
OG0008039	S	Function unknown	Poorly characterized
OG0008040	S	Function unknown	Poorly characterized
OG0008041	U	Intracellular trafficking, secretion, and vesicular transport	Cellular processes and signaling
OG0008042	S	Function unknown	Poorly characterized
OG0008043	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0008044	A	RNA processing and modification	Information storage and processing
OG0008045	E	Amino acid transport and metabolism	Metabolism
OG0008045	G	Carbohydrate transport and metabolism	Metabolism
OG0008046	E	Amino acid transport and metabolism	Metabolism
OG0008047	S	Function unknown	Poorly characterized
OG0008048	S	Function unknown	Poorly characterized
OG0008049	Z	Cytoskeleton	Cellular processes and signaling
OG0008050	S	Function unknown	Poorly characterized
OG0008051	S	Function unknown	Poorly characterized
OG0008052	S	Function unknown	Poorly characterized
OG0008053	S	Function unknown	Poorly characterized
OG0008054	S	Function unknown	Poorly characterized
OG0008055	H	Coenzyme transport and metabolism	Metabolism
OG0008056	S	Function unknown	Poorly characterized
OG0008057	S	Function unknown	Poorly characterized
OG0008058	O	Posttranslational modification, protein turnover, chaperones	Cellular processes and signaling
OG0008061	P	Inorganic ion transport and metabolism	Metabolism
OG0008062	J	Translation, ribosomal structure and biogenesis	Information storage and processing
OG0008063	S	Function unknown	Poorly characterized
OG0008064	S	Function unknown	Poorly characterized
OG0008065	L	Replication, recombination and repair	Information storage and processing
OG0008066	S	Function unknown	Poorly characterized
OG0008067	S	Function unknown	Poorly characterized
OG0008068	S	Function unknown	Poorly characterized
OG0008069	S	Function unknown	Poorly characterized
OG0008070	L	Replication, recombination and repair	Information storage and processing
OG0008071	L	Replication, recombination and repair	Information storage and processing
OG0008072	L	Replication, recombination and repair	Information storage and processing
OG0008073	T	Signal transduction mechanisms	Cellular processes and signaling
OG0008074	S	Function unknown	Poorly characterized
OG0008075	S	Function unknown	Poorly characterized
OG0008077	S	Function unknown	Poorly characterized
OG0008078	S	Function unknown	Poorly characterized
OG0008079	S	Function unknown	Poorly characterized
OG0008080	S	Function unknown	Poorly characterized
OG0008081	S	Function unknown	Poorly characterized
OG0008082	T	Signal transduction mechanisms	Cellular processes and signaling
OG0008082	V	Defense mechanisms	Cellular processes and signaling
OG0008083	M	Cell wall/membrane/envelope biogenesis	Cellular processes and signaling
OG0008084	B	Chromatin structure and dynamics	Information storage and processing
OG0008085	S	Function unknown	Poorly characterized
OG0008086	K	Transcription	Information storage and processing
OG0008087	S	Function unknown	Poorly characterized
OG0008088	S	Function unknown	Poorly characterized
